Rank,CCA3,Country,Capital,Continent,2022 Population,2020 Population ,2015 Population,2010 Population,2000 Population,1990 Population,1980 Population,1970 Population,Area,Density,Growth_Rate,World_Population_Percentage,avgincome/person,Life_expectancy ,Adult Mortality,Total_expenditure,Schooling
,,,,,,,,,,,,,,,,,148003,47.6,44,6.28,4.7
,,,,,,,,,,,,,,,,,212895,85,82,,16.3
,,,,,,,,,,,,,,,,,61708,83,83,7.79,16.2
,,,,,,,,,,,,,,,,,76482,81,84,7.53,15.6
,,,,,,,,,,,,,,,,,349169,79.9,84,7.24,15.5
,,,,,,,,,,,,,,,,,99476,79.8,86,7,15.4
,,,,,,,,,,,,,,,,,57512,79.1,89,6.97,15.2
,,,,,,,,,,,,,,,,,277444,79.3,91,7.39,15.3
,,,,,,,,,,,,,,,,,146181,79.6,88,6.87,15.2
,,,,,,,,,,,,,,,,,334946,78.9,9,6.35,14.8
,,,,,,,,,,,,,,,,,131766,78.9,91,6.18,14.9
,,,,,,,,,,,,,,,,,371373,78.4,93,6.69,14.6
,,,,,,,,,,,,,,,,,163057,78,97,6.93,14.3
,,,,,,,,,,,,,,,,,204984,77.9,1,7.34,14
,,,,,,,,,,,,,,,,,146538,77.8,11,6.48,13.9
,,,,,,,,,,,,,,,,,177647,77.3,16,6.51,13.7
,,,,,,,,,,,,,,,,,277022,77.3,13,6.4,13.5
,,,,,,,,,,,,,,,,,343403,76.1,85,,13.5
,,,,,,,,,,,,,,,,,99476,75.8,86,5.55,13.1
,,,,,,,,,,,,,,,,,261418,75.6,88,5.39,12.7
,,,,,,,,,,,,,,,,,113163,75.4,89,5.26,12.4
,,,,,,,,,,,,,,,,,213427,75.2,91,5.3,12.8
,,,,,,,,,,,,,,,,,221532,75,92,4.89,12.5
,,,,,,,,,,,,,,,,,223763,74.9,93,5.8,12.2
,,,,,,,,,,,,,,,,,123011,74.5,97,4.59,11.9
,,,,,,,,,,,,,,,,,186324,74.4,96,4.32,11.4
,,,,,,,,,,,,,,,,,311124,74.2,98,4.52,11
,,,,,,,,,,,,,,,,,416829,73.9,99,4.66,10.6
,,,,,,,,,,,,,,,,,283676,73.5,11,4.72,10.2
,,,,,,,,,,,,,,,,,41400,73.1,13,4.82,9.9
,,,,,,,,,,,,,,,,,187392,72.7,16,4.79,9.7
,,,,,,,,,,,,,,,,,106900,72.2,11,4.56,9.6
,,,,,,,,,,,,,,,,,112507,71.7,115,4.6,9.5
,,,,,,,,,,,,,,,,,60135,74.8,143,,13.6
,,,,,,,,,,,,,,,,,167914,74.6,144,7.2,13.6
,,,,,,,,,,,,,,,,,123582,74.4,145,6.84,13.3
,,,,,,,,,,,,,,,,,192386,74.3,143,6.93,13.2
,,,,,,,,,,,,,,,,,176836,74.2,144,6.64,13
,,,,,,,,,,,,,,,,,182898,73.6,15,6.76,12.8
,,,,,,,,,,,,,,,,,178510,73.6,15,7.1,12.4
,,,,,,,,,,,,,,,,,154548,73.5,146,6.62,12.2
,,,,,,,,,,,,,,,,,288158,73.5,144,6.25,11.9
,,,,,,,,,,,,,,,,,162576,73.1,147,6.11,11.5
,,,,,,,,,,,,,,,,,196975,73.1,144,5.82,11.1
,,,,,,,,,,,,,,,,,161638,72.8,148,5.37,11.3
,,,,,,,,,,,,,,,,,191088,72.4,15,5.92,11.6
,,,,,,,,,,,,,,,,,67661,71.8,163,5.67,11.5
,,,,,,,,,,,,,,,,,171215,71.5,165,5.96,11.4
,,,,,,,,,,,,,,,,,355686,71.4,167,5.91,11.3
,,,,,,,,,,,,,,,,,224640,63.5,227,,11.1
,,,,,,,,,,,,,,,,,149347,63.2,23,6.75,11.1
,,,,,,,,,,,,,,,,,182574,62.9,233,6.51,10.9
,,,,,,,,,,,,,,,,,143766,62.5,237,7.11,10.8
,,,,,,,,,,,,,,,,,114231,62.2,241,6.1,10.6
,,,,,,,,,,,,,,,,,327886,61.8,246,5.82,10.5
,,,,,,,,,,,,,,,,,264936,61.3,251,3.82,10.3
,,,,,,,,,,,,,,,,,332194,61,255,5.13,10.2
,,,,,,,,,,,,,,,,,370509,66,259,4.93,10
,,,,,,,,,,,,,,,,,398918,63,262,4.57,9.9
,,,,,,,,,,,,,,,,,340614,60,266,4.32,9.7
,,,,,,,,,,,,,,,,,335665,59.8,269,3.96,9.5
,,,,,,,,,,,,,,,,,50459,59.6,271,3.65,9.2
,,,,,,,,,,,,,,,,,257683,59.5,271,3.39,8.8
,,,,,,,,,,,,,,,,,261995,59.5,272,2.86,8.5
,,,,,,,,,,,,,,,,,113337,59.5,272,3.56,8.2
,,,,,,,,,,,,,,,,,21472,64.7,267,,11.1
,,,,,,,,,,,,,,,,,114714,64.2,275,5.15,11.1
,,,,,,,,,,,,,,,,,156877,63.9,274,5.9,11.1
,,,,,,,,,,,,,,,,,208238,63.7,273,3.98,10.2
,,,,,,,,,,,,,,,,,272167,62.9,285,2.79,10.7
,,,,,,,,,,,,,,,,,32528,62,298,2.29,10.5
,,,,,,,,,,,,,,,,,337001,68,314,2.27,10.3
,,,,,,,,,,,,,,,,,348960,59.4,338,2.9,10
,,,,,,,,,,,,,,,,,117464,58.2,354,2.54,9.8
,,,,,,,,,,,,,,,,,133696,56.9,368,2.37,9.6
,,,,,,,,,,,,,,,,,301024,55.3,394,2.42,9.4
,,,,,,,,,,,,,,,,,126991,54.1,48,2.56,9.2
,,,,,,,,,,,,,,,,,115336,53.2,417,2.61,9.4
,,,,,,,,,,,,,,,,,237833,52.6,424,2.45,9.5
,,,,,,,,,,,,,,,,,116927,52.7,419,2.44,9.7
,,,,,,,,,,,,,,,,,324960,52.9,416,2.13,9.8
,,,,,,,,,,,,,,,,,124771,,,3.58,
,,,,,,,,,,,,,,,,,166423,79.6,95,,14.2
,,,,,,,,,,,,,,,,,234125,79.5,96,9.31,13.9
,,,,,,,,,,,,,,,,,156728,79.4,96,9.47,13.7
,,,,,,,,,,,,,,,,,180497,79.2,97,9.56,13.6
,,,,,,,,,,,,,,,,,190997,79,98,9.73,13.4
,,,,,,,,,,,,,,,,,249935,78.1,16,9.66,13.3
,,,,,,,,,,,,,,,,,186934,79.2,96,9.69,13.1
,,,,,,,,,,,,,,,,,173806,78.9,99,9.1,12.9
,,,,,,,,,,,,,,,,,213383,78.9,93,8.37,12.8
,,,,,,,,,,,,,,,,,167737,78,16,7.82,12.6
,,,,,,,,,,,,,,,,,128365,78.6,97,7.74,12.4
,,,,,,,,,,,,,,,,,114691,77.7,12,7.8,12.2
,,,,,,,,,,,,,,,,,279914,78,1,8.45,12.1
,,,,,,,,,,,,,,,,,115289,78.3,99,8.23,11.9
,,,,,,,,,,,,,,,,,411007,77.5,1,7.25,11.7
,,,,,,,,,,,,,,,,,204461,77.6,98,7.12,11.6
,,,,,,,,,,,,,,,,,154587,78,95,,15.3
,,,,,,,,,,,,,,,,,118693,77.8,97,7.8,15.1
,,,,,,,,,,,,,,,,,65353,77.7,97,7.83,14.9
,,,,,,,,,,,,,,,,,171091,77.1,14,7.8,14.6
,,,,,,,,,,,,,,,,,79586,77,14,7.8,14.5
,,,,,,,,,,,,,,,,,287031,76.6,16,8.25,14.2
,,,,,,,,,,,,,,,,,147707,76.3,19,8.18,14.2
,,,,,,,,,,,,,,,,,155233,76,116,7.7,14.3
,,,,,,,,,,,,,,,,,68898,75.8,114,7.44,14.3
,,,,,,,,,,,,,,,,,141427,75.9,113,6.95,13.9
,,,,,,,,,,,,,,,,,213321,75.2,116,6.89,13.6
,,,,,,,,,,,,,,,,,162745,75.4,114,6.56,13.3
,,,,,,,,,,,,,,,,,137142,74.7,122,6.35,12.9
,,,,,,,,,,,,,,,,,34180,74.8,124,6.19,12.6
,,,,,,,,,,,,,,,,,182380,74.9,126,7.16,12.3
,,,,,,,,,,,,,,,,,91384,74.7,127,7.66,12.2
,,,,,,,,,,,,,,,,,234854,79.1,92,,13.9
,,,,,,,,,,,,,,,,,195488,79,93,11.6,14
,,,,,,,,,,,,,,,,,288592,78.7,96,9.48,14.7
,,,,,,,,,,,,,,,,,176073,78.7,96,8.59,15.7
,,,,,,,,,,,,,,,,,190987,78.8,92,1.6,16.5
,,,,,,,,,,,,,,,,,117833,78,98,1.19,17.6
,,,,,,,,,,,,,,,,,164526,78.1,11,11.78,17.7
,,,,,,,,,,,,,,,,,110890,77.9,12,1.79,17.1
,,,,,,,,,,,,,,,,,228847,78.1,14,1.42,16
,,,,,,,,,,,,,,,,,44671,78,14,7.67,14.7
,,,,,,,,,,,,,,,,,185336,77.2,19,9.39,14.2
,,,,,,,,,,,,,,,,,129350,77.3,17,6.14,13.2
,,,,,,,,,,,,,,,,,136175,77.4,18,6.31,12.9
,,,,,,,,,,,,,,,,,107399,77.7,19,6.5,12.5
,,,,,,,,,,,,,,,,,138370,76.7,115,6.27,12.3
,,,,,,,,,,,,,,,,,167848,76.9,115,6.7,12.1
,,,,,,,,,,,,,,,,,318280,85,52,,14.3
,,,,,,,,,,,,,,,,,216811,83,53,7.37,14
,,,,,,,,,,,,,,,,,186256,81,54,7.46,13.8
,,,,,,,,,,,,,,,,,160155,80,56,7.44,13.8
,,,,,,,,,,,,,,,,,210259,79.7,57,7.54,13.8
,,,,,,,,,,,,,,,,,240809,79.5,59,7.23,14.6
,,,,,,,,,,,,,,,,,224361,79.3,6,7.4,14.1
,,,,,,,,,,,,,,,,,240491,79.1,62,6.89,13.7
,,,,,,,,,,,,,,,,,77820,78.9,63,6.5,13.5
,,,,,,,,,,,,,,,,,125000,78.8,64,6.28,13.4
,,,,,,,,,,,,,,,,,182117,78.7,65,6.37,13.5
,,,,,,,,,,,,,,,,,126368,78.6,65,6.42,13.4
,,,,,,,,,,,,,,,,,61778,78.5,66,6.83,13
,,,,,,,,,,,,,,,,,253354,78.4,68,6.12,12.5
,,,,,,,,,,,,,,,,,176069,78.2,69,5.78,12.4
,,,,,,,,,,,,,,,,,68089,78.1,7,5.77,12.5
,,,,,,,,,,,,,,,,,330132,78.8,86,,
,,,,,,,,,,,,,,,,,164190,78.6,88,7.41,
,,,,,,,,,,,,,,,,,42044,78.2,9,7.49,
,,,,,,,,,,,,,,,,,194772,78,93,7.55,
,,,,,,,,,,,,,,,,,277342,77.8,97,7.5,
,,,,,,,,,,,,,,,,,224198,77.5,99,7.43,
,,,,,,,,,,,,,,,,,226894,77.1,12,7.85,
,,,,,,,,,,,,,,,,,187493,77,16,6.82,
,,,,,,,,,,,,,,,,,38707,76.8,17,6.52,
,,,,,,,,,,,,,,,,,120796,76.5,19,6.69,
,,,,,,,,,,,,,,,,,225317,75.9,114,6.93,
,,,,,,,,,,,,,,,,,375134,75.8,116,6.9,
,,,,,,,,,,,,,,,,,248895,75.2,122,7.13,
,,,,,,,,,,,,,,,,,369781,75.3,12,6.8,
,,,,,,,,,,,,,,,,,318886,75.1,123,6.42,
,,,,,,,,,,,,,,,,,34364,74.7,126,6.31,
,,,,,,,,,,,,,,,,,148287,76,139,,
,,,,,,,,,,,,,,,,,358886,73,142,,
,,,,,,,,,,,,,,,,,286960,71,146,,
,,,,,,,,,,,,,,,,,190450,69.8,149,,
,,,,,,,,,,,,,,,,,181820,69.4,153,,
,,,,,,,,,,,,,,,,,81896,69,157,,
,,,,,,,,,,,,,,,,,196643,68.7,161,,
,,,,,,,,,,,,,,,,,183000,68.6,164,,
,,,,,,,,,,,,,,,,,320818,68.5,166,,
,,,,,,,,,,,,,,,,,175382,68.5,165,,
,,,,,,,,,,,,,,,,,148003,68.5,165,,
,,,,,,,,,,,,,,,,,190761,68.4,165,,
,,,,,,,,,,,,,,,,,154210,68.1,165,,
,,,,,,,,,,,,,,,,,267717,67.6,167,,
,,,,,,,,,,,,,,,,,230329,66.6,177,,
,,,,,,,,,,,,,,,,,123653,65.4,192,,
,,,,,,,,,,,,,,,,,192409,59.8,258,,
,,,,,,,,,,,,,,,,,185106,59.3,266,4.33,
,,,,,,,,,,,,,,,,,231638,58.8,272,3.89,
,,,,,,,,,,,,,,,,,181413,58.3,277,3.77,
,,,,,,,,,,,,,,,,,250038,57.9,278,3.53,
,,,,,,,,,,,,,,,,,155972,57.4,283,4.4,
,,,,,,,,,,,,,,,,,29702,56.7,292,5.61,
,,,,,,,,,,,,,,,,,35032,56.3,295,4.46,
,,,,,,,,,,,,,,,,,119422,55.7,299,3.61,
,,,,,,,,,,,,,,,,,258170,55,36,3.39,
,,,,,,,,,,,,,,,,,220603,54.3,314,3.14,
,,,,,,,,,,,,,,,,,378114,53.5,323,3.34,
,,,,,,,,,,,,,,,,,172304,52.8,332,3.2,
,,,,,,,,,,,,,,,,,215955,52.1,341,2.59,
,,,,,,,,,,,,,,,,,119939,51.8,34,2.67,
,,,,,,,,,,,,,,,,,209174,51.3,346,1.45,
,,,,,,,,,,,,,,,,,300373,86,71,,19.2
,,,,,,,,,,,,,,,,,231832,84,73,1.8,19.2
,,,,,,,,,,,,,,,,,107265,81,75,11.25,18.7
,,,,,,,,,,,,,,,,,195491,80,76,1.98,18.4
,,,,,,,,,,,,,,,,,197860,79.7,79,1.87,16.9
,,,,,,,,,,,,,,,,,77336,79.2,84,11.8,16.8
,,,,,,,,,,,,,,,,,107458,78.9,86,11.47,16.8
,,,,,,,,,,,,,,,,,176813,78.8,88,1.18,16.8
,,,,,,,,,,,,,,,,,169583,78.4,93,9.99,16.7
,,,,,,,,,,,,,,,,,150817,78.1,93,9.92,16.9
,,,,,,,,,,,,,,,,,299680,78.1,92,9.77,16.6
,,,,,,,,,,,,,,,,,220939,77.7,98,9.67,16.5
,,,,,,,,,,,,,,,,,66687,77.3,11,9.51,16.3
,,,,,,,,,,,,,,,,,187601,77,14,9.33,16.6
,,,,,,,,,,,,,,,,,108779,77,12,9.1,16.2
,,,,,,,,,,,,,,,,,303446,76.9,12,8.7,16.5
,,,,,,,,,,,,,,,,,109609,63.5,241,,6.3
,,,,,,,,,,,,,,,,,67153,63,252,1.57,6.3
,,,,,,,,,,,,,,,,,133846,62.7,256,9.14,6.3
,,,,,,,,,,,,,,,,,457237,62.2,263,8.95,6.3
,,,,,,,,,,,,,,,,,73037,61.8,268,8.71,5.9
,,,,,,,,,,,,,,,,,44807,61.3,273,8.84,5.5
,,,,,,,,,,,,,,,,,127198,69,279,8.37,5.3
,,,,,,,,,,,,,,,,,109567,62,289,8.5,5
,,,,,,,,,,,,,,,,,170846,59.8,296,7.72,4.5
,,,,,,,,,,,,,,,,,160187,59.1,39,7.5,4.3
,,,,,,,,,,,,,,,,,120238,58.6,318,7.21,4
,,,,,,,,,,,,,,,,,143046,58.1,326,6.76,3.7
,,,,,,,,,,,,,,,,,204322,58,325,6.22,3.5
,,,,,,,,,,,,,,,,,323619,57.9,322,5.45,3.3
,,,,,,,,,,,,,,,,,177720,57.7,323,5.37,2.9
,,,,,,,,,,,,,,,,,93106,57.4,325,5.75,2.9
,,,,,,,,,,,,,,,,,383306,,,5.58,12.7
,,,,,,,,,,,,,,,,,33798,73.9,152,,13.2
,,,,,,,,,,,,,,,,,129100,73.6,154,4.38,13.2
,,,,,,,,,,,,,,,,,202752,73.4,157,4.12,13.2
,,,,,,,,,,,,,,,,,200764,72.1,174,4.26,13.1
,,,,,,,,,,,,,,,,,144169,73.1,16,4.22,13
,,,,,,,,,,,,,,,,,175360,72.7,166,4.6,12.9
,,,,,,,,,,,,,,,,,109609,73.6,157,4.41,12.9
,,,,,,,,,,,,,,,,,157217,73.3,161,4.2,12.8
,,,,,,,,,,,,,,,,,102270,72.9,164,4.34,12.7
,,,,,,,,,,,,,,,,,143766,72.3,178,4.34,12.6
,,,,,,,,,,,,,,,,,178878,69.7,28,4.26,12.6
,,,,,,,,,,,,,,,,,106679,69.3,214,4.28,12.5
,,,,,,,,,,,,,,,,,213412,73,22,5.53,12.4
,,,,,,,,,,,,,,,,,433602,71.4,189,5.79,12.3
,,,,,,,,,,,,,,,,,124242,71.2,188,5.59,12.3
,,,,,,,,,,,,,,,,,77146,72,176,5.9,12.2
,,,,,,,,,,,,,,,,,186014,76.2,118,,14
,,,,,,,,,,,,,,,,,77572,76,121,9.16,14
,,,,,,,,,,,,,,,,,465326,76,121,7.29,13.4
,,,,,,,,,,,,,,,,,314963,75.5,127,6.48,13.3
,,,,,,,,,,,,,,,,,97180,75.3,131,5.92,13.2
,,,,,,,,,,,,,,,,,199011,75,134,5.9,13.1
,,,,,,,,,,,,,,,,,206351,75.1,137,5.58,13.1
,,,,,,,,,,,,,,,,,118358,74.6,139,5.66,13
,,,,,,,,,,,,,,,,,210438,74.7,14,5.94,12.9
,,,,,,,,,,,,,,,,,160728,74.4,144,5.86,12.8
,,,,,,,,,,,,,,,,,211349,74.2,151,5.87,12.8
,,,,,,,,,,,,,,,,,113364,74.4,148,6.22,12.7
,,,,,,,,,,,,,,,,,47396,74.4,151,6.46,12.6
,,,,,,,,,,,,,,,,,243266,73.6,157,4.62,12.5
,,,,,,,,,,,,,,,,,194290,73.4,158,3.86,12.4
,,,,,,,,,,,,,,,,,37306,72.8,163,3.38,12.4
,,,,,,,,,,,,,,,,,215908,79,159,,13.1
,,,,,,,,,,,,,,,,,171199,78,161,5.64,13.1
,,,,,,,,,,,,,,,,,234663,79,159,5.46,12.8
,,,,,,,,,,,,,,,,,52900,72,165,5.29,12.4
,,,,,,,,,,,,,,,,,289982,74,168,5.4,12.4
,,,,,,,,,,,,,,,,,632834,70,173,4.8,12.2
,,,,,,,,,,,,,,,,,207540,69.9,174,5.1,12
,,,,,,,,,,,,,,,,,75619,69.8,172,4.82,11.9
,,,,,,,,,,,,,,,,,141420,69.7,171,4.95,11.7
,,,,,,,,,,,,,,,,,311376,69.5,175,5.24,11.5
,,,,,,,,,,,,,,,,,414916,69.4,174,5.6,11.4
,,,,,,,,,,,,,,,,,129814,69,176,5.21,11.2
,,,,,,,,,,,,,,,,,68684,68.6,178,5.41,11.3
,,,,,,,,,,,,,,,,,116044,68.7,177,5.97,11.2
,,,,,,,,,,,,,,,,,190115,68.6,177,5.75,11.1
,,,,,,,,,,,,,,,,,135028,68.8,171,5.55,11
,,,,,,,,,,,,,,,,,195023,73.5,178,,13.2
,,,,,,,,,,,,,,,,,118551,73.3,181,6.77,13.2
,,,,,,,,,,,,,,,,,849067,73,184,6.95,13.2
,,,,,,,,,,,,,,,,,196013,73,181,6.7,13.2
,,,,,,,,,,,,,,,,,270859,72,197,6.81,13
,,,,,,,,,,,,,,,,,300008,72,191,6.91,12.9
,,,,,,,,,,,,,,,,,88579,71.4,23,6.83,12.8
,,,,,,,,,,,,,,,,,40955,71.7,194,6.21,13.4
,,,,,,,,,,,,,,,,,98211,71.2,23,6.32,12.9
,,,,,,,,,,,,,,,,,256609,75,211,6.68,12.9
,,,,,,,,,,,,,,,,,102476,71,213,7.19,12.7
,,,,,,,,,,,,,,,,,107373,70,215,7.3,12.4
,,,,,,,,,,,,,,,,,151551,69.9,29,7.61,12
,,,,,,,,,,,,,,,,,192251,73,24,7.9,11.8
,,,,,,,,,,,,,,,,,69730,68.9,219,8.2,11.6
,,,,,,,,,,,,,,,,,122540,69,218,8.17,11.3
,,,,,,,,,,,,,,,,,155621,58.2,32,,9.2
,,,,,,,,,,,,,,,,,201981,57.9,32,3.8,9.2
,,,,,,,,,,,,,,,,,94174,57.4,327,3.73,9.2
,,,,,,,,,,,,,,,,,185399,56.7,337,4,9.2
,,,,,,,,,,,,,,,,,180871,56.2,344,3.29,9.2
,,,,,,,,,,,,,,,,,229647,56.1,339,3.84,9.2
,,,,,,,,,,,,,,,,,263128,55.7,34,5.32,9.1
,,,,,,,,,,,,,,,,,164488,55.4,338,2.31,9.1
,,,,,,,,,,,,,,,,,168796,55,339,2.25,9
,,,,,,,,,,,,,,,,,114396,54.8,337,2.13,9
,,,,,,,,,,,,,,,,,112076,54.4,337,1.63,8.7
,,,,,,,,,,,,,,,,,247733,54.1,336,2.4,8.5
,,,,,,,,,,,,,,,,,98466,53.8,334,2.23,8.4
,,,,,,,,,,,,,,,,,216999,53.5,334,2.5,8.2
,,,,,,,,,,,,,,,,,142760,53.1,334,1.78,8
,,,,,,,,,,,,,,,,,238913,52.7,336,2.73,0
,,,,,,,,,,,,,,,,,311020,64.7,255,,5
,,,,,,,,,,,,,,,,,144638,64.4,261,3.34,5
,,,,,,,,,,,,,,,,,198614,64,266,3.1,5
,,,,,,,,,,,,,,,,,210082,63.6,274,2.98,5
,,,,,,,,,,,,,,,,,153078,62.9,286,3.6,5
,,,,,,,,,,,,,,,,,197303,62.1,298,3.24,5.1
,,,,,,,,,,,,,,,,,306114,61.4,311,3.3,5.2
,,,,,,,,,,,,,,,,,368739,67,322,3.69,5.2
,,,,,,,,,,,,,,,,,156229,62,329,3.29,5.3
,,,,,,,,,,,,,,,,,306225,59.7,336,3.3,5.3
,,,,,,,,,,,,,,,,,144860,59.4,34,2.97,5.4
,,,,,,,,,,,,,,,,,98360,59.1,342,3.14,5
,,,,,,,,,,,,,,,,,68898,58.8,343,3.5,4.7
,,,,,,,,,,,,,,,,,109217,58.5,343,4.2,4.4
,,,,,,,,,,,,,,,,,171150,58.1,345,3.95,4.3
,,,,,,,,,,,,,,,,,295939,45.3,593,4.43,3.9
,,,,,,,,,,,,,,,,,75742,77.6,119,,16.5
,,,,,,,,,,,,,,,,,231931,77.3,122,6.38,16.5
,,,,,,,,,,,,,,,,,193820,76.9,127,6.48,16.5
,,,,,,,,,,,,,,,,,69333,76.3,135,6.36,16.5
,,,,,,,,,,,,,,,,,113922,76.1,138,5.83,16.4
,,,,,,,,,,,,,,,,,337050,75.6,137,6.25,16.2
,,,,,,,,,,,,,,,,,318822,74.9,156,6.93,16.1
,,,,,,,,,,,,,,,,,121102,74.2,167,6.6,16.1
,,,,,,,,,,,,,,,,,135293,73,189,5.16,16.1
,,,,,,,,,,,,,,,,,86613,73,188,5.1,16.1
,,,,,,,,,,,,,,,,,36876,72.8,189,5.2,15.9
,,,,,,,,,,,,,,,,,145419,72.3,195,5.13,15.7
,,,,,,,,,,,,,,,,,140849,71.9,199,4.92,15.6
,,,,,,,,,,,,,,,,,83141,71.2,211,4.84,15.4
,,,,,,,,,,,,,,,,,159732,78,225,4.85,15
,,,,,,,,,,,,,,,,,169383,78,218,5.28,14.4
,,,,,,,,,,,,,,,,,269060,64.8,225,,8.4
,,,,,,,,,,,,,,,,,316688,64.2,234,4.88,8.4
,,,,,,,,,,,,,,,,,177596,63.7,237,5.19,8.4
,,,,,,,,,,,,,,,,,170993,63.3,241,5.77,8.4
,,,,,,,,,,,,,,,,,231263,62.6,249,6.55,8.2
,,,,,,,,,,,,,,,,,181372,61.8,261,6.86,8.1
,,,,,,,,,,,,,,,,,216129,68,274,4.41,8.1
,,,,,,,,,,,,,,,,,463667,59.8,289,4.28,7.6
,,,,,,,,,,,,,,,,,34572,58.5,39,4.69,7.1
,,,,,,,,,,,,,,,,,183580,57.2,328,4.47,6.6
,,,,,,,,,,,,,,,,,236627,56,343,4.2,5.8
,,,,,,,,,,,,,,,,,115289,55,354,4.23,5.4
,,,,,,,,,,,,,,,,,302406,54,363,4.64,5.2
,,,,,,,,,,,,,,,,,218124,53.2,369,4.73,4.9
,,,,,,,,,,,,,,,,,127139,52.5,372,4.26,4.3
,,,,,,,,,,,,,,,,,132879,51.2,391,4.36,3.9
,,,,,,,,,,,,,,,,,44694,69.9,188,,15.3
,,,,,,,,,,,,,,,,,,69.7,19,4.49,15.2
,,,,,,,,,,,,,,,,,,69.6,192,4.26,15
,,,,,,,,,,,,,,,,,,69.4,195,4.16,14.9
,,,,,,,,,,,,,,,,,,69.2,197,4.6,14.7
,,,,,,,,,,,,,,,,,,69.1,2,4.23,14.6
,,,,,,,,,,,,,,,,,,68.9,23,4.26,14.5
,,,,,,,,,,,,,,,,,,68.7,26,3.68,14.3
,,,,,,,,,,,,,,,,,,68.6,29,3.74,14.2
,,,,,,,,,,,,,,,,,,68.5,211,3.84,14
,,,,,,,,,,,,,,,,,,68.3,214,3.61,13.9
,,,,,,,,,,,,,,,,,,68.1,218,3.61,13.4
,,,,,,,,,,,,,,,,,,68,22,3.35,13.3
,,,,,,,,,,,,,,,,,,67.9,22,3.48,13.3
,,,,,,,,,,,,,,,,,,67.8,221,3.28,13.2
,,,,,,,,,,,,,,,,,,67.7,221,3.87,13.1
,,,,,,,,,,,,,,,,,,81.1,76,,17
,,,,,,,,,,,,,,,,,,89,78,9.68,17
,,,,,,,,,,,,,,,,,,87,79,9.55,17
,,,,,,,,,,,,,,,,,,84,82,9.3,17
,,,,,,,,,,,,,,,,,,83,86,9.1,16.9
,,,,,,,,,,,,,,,,,,79.9,89,9.5,16.8
,,,,,,,,,,,,,,,,,,79.7,91,9.2,17
,,,,,,,,,,,,,,,,,,79.6,94,8.35,17.1
,,,,,,,,,,,,,,,,,,79.3,96,8.9,17.2
,,,,,,,,,,,,,,,,,,79.2,96,8.38,17.2
,,,,,,,,,,,,,,,,,,78.9,11,8.43,17.1
,,,,,,,,,,,,,,,,,,78.7,12,8.21,18.3
,,,,,,,,,,,,,,,,,,78.4,98,8.15,18.1
,,,,,,,,,,,,,,,,,,78.1,98,7.81,18
,,,,,,,,,,,,,,,,,,78,1,7.43,17.7
,,,,,,,,,,,,,,,,,,77.5,15,7.22,17.3
,,,,,,,,,,,,,,,,,,82.4,78,,16.3
,,,,,,,,,,,,,,,,,,82.2,79,11.54,16.2
,,,,,,,,,,,,,,,,,,82,81,11.56,16.2
,,,,,,,,,,,,,,,,,,81.5,83,11.44,16.1
,,,,,,,,,,,,,,,,,,81.7,83,11.33,16.1
,,,,,,,,,,,,,,,,,,81.3,86,11.2,16
,,,,,,,,,,,,,,,,,,81.1,88,11.28,16
,,,,,,,,,,,,,,,,,,89,88,1.57,16.1
,,,,,,,,,,,,,,,,,,89,89,1.45,16.1
,,,,,,,,,,,,,,,,,,86,92,1.53,16.1
,,,,,,,,,,,,,,,,,,81,93,1.6,15.5
,,,,,,,,,,,,,,,,,,82,94,1.53,15.5
,,,,,,,,,,,,,,,,,,79.3,99,1.43,15.4
,,,,,,,,,,,,,,,,,,79.2,11,1.22,15.5
,,,,,,,,,,,,,,,,,,79,13,9.89,15.6
,,,,,,,,,,,,,,,,,,78.8,13,9.77,15.7
,,,,,,,,,,,,,,,,,,66,229,,12.6
,,,,,,,,,,,,,,,,,,65.5,237,3.44,12.6
,,,,,,,,,,,,,,,,,,64.6,255,3.98,12.5
,,,,,,,,,,,,,,,,,,63.5,276,3.13,12.5
,,,,,,,,,,,,,,,,,,62.8,289,3.12,12.5
,,,,,,,,,,,,,,,,,,62.3,294,3.41,12.5
,,,,,,,,,,,,,,,,,,61.7,31,3.43,12.4
,,,,,,,,,,,,,,,,,,61.6,298,2.54,12.4
,,,,,,,,,,,,,,,,,,61.6,291,2.86,12.4
,,,,,,,,,,,,,,,,,,61.4,288,2.88,12.4
,,,,,,,,,,,,,,,,,,65,37,2.76,12.4
,,,,,,,,,,,,,,,,,,59.7,322,3.26,12.3
,,,,,,,,,,,,,,,,,,59.7,32,3.48,12.3
,,,,,,,,,,,,,,,,,,59.7,315,3.22,12.3
,,,,,,,,,,,,,,,,,,59.8,37,3.23,12.3
,,,,,,,,,,,,,,,,,,61,296,2.89,12.2
,,,,,,,,,,,,,,,,,,61.1,262,,8.9
,,,,,,,,,,,,,,,,,,68,266,7.34,8.9
,,,,,,,,,,,,,,,,,,66,266,6.49,8.9
,,,,,,,,,,,,,,,,,,62,269,6.12,8.8
,,,,,,,,,,,,,,,,,,59.8,277,6.24,8.7
,,,,,,,,,,,,,,,,,,59.3,284,5.75,8.8
,,,,,,,,,,,,,,,,,,59,286,5.85,8.9
,,,,,,,,,,,,,,,,,,58.7,287,5.95,8.6
,,,,,,,,,,,,,,,,,,58.5,288,5.76,8.4
